subid,trial_num_full,trial_num,trial_type,ss_looking_char,look,correct,count_looks,total_looks,prop_looking,m_correct,m_gaze_follow,num_shifts,rt,shift_start,shift_end,shift_correct,shift_type,condition
021916_02,2_exposure,2,exposure,left,right,FALSE,24,119,0.2,0.8,0.8,1,0.8,left,right,TRUE,image_away,gaze
021916_02,2_exposure,2,exposure,right,right,TRUE,95,119,0.8,0.8,0.8,1,0.8,left,right,TRUE,image_away,gaze
021916_02,2_test,2,test,face,NA,NA,0,118,0,0.79,0,2,0.567,right,left,FALSE,target_distracter,gaze
021916_02,2_test,2,test,left,straightahead,FALSE,25,118,0.21,0.79,0,2,0.567,right,left,FALSE,target_distracter,gaze
021916_02,2_test,2,test,right,straightahead,TRUE,93,118,0.79,0.79,0,2,0.567,right,left,FALSE,target_distracter,gaze
021916_02,3_exposure,3,exposure,face,NA,NA,0,119,0,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,3_exposure,3,exposure,left,NA,NA,0,119,0,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,3_exposure,3,exposure,right,right,TRUE,119,119,1,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,3_test,3,test,face,NA,NA,0,122,0,0.9,0,2,2.6,right,left,FALSE,target_distracter,gaze
021916_02,3_test,3,test,left,straightahead,FALSE,12,122,0.1,0.9,0,2,2.6,right,left,FALSE,target_distracter,gaze
021916_02,3_test,3,test,right,straightahead,TRUE,110,122,0.9,0.9,0,2,2.6,right,left,FALSE,target_distracter,gaze
021916_02,4_exposure,4,exposure,face,left,FALSE,8,120,0.07,0.93,0.93,2,0.367,right,face,FALSE,image_face,gaze
021916_02,4_exposure,4,exposure,left,left,TRUE,104,120,0.87,0.93,0.93,2,0.367,right,face,FALSE,image_face,gaze
021916_02,4_exposure,4,exposure,right,left,FALSE,8,120,0.07,0.93,0.93,2,0.367,right,face,FALSE,image_face,gaze
021916_02,4_test,4,test,face,NA,NA,0,104,0,0.85,0,2,2.533,left,right,FALSE,image_away,gaze
021916_02,4_test,4,test,left,straightahead,TRUE,88,104,0.85,0.85,0,2,2.533,left,right,FALSE,image_away,gaze
021916_02,4_test,4,test,right,straightahead,FALSE,16,104,0.15,0.85,0,2,2.533,left,right,FALSE,image_away,gaze
021916_02,5_exposure,5,exposure,face,left,FALSE,25,121,0.21,1,1,2,1.067,left,face,FALSE,image_away,gaze
021916_02,5_exposure,5,exposure,left,left,TRUE,96,121,0.79,1,1,2,1.067,left,face,FALSE,image_away,gaze
021916_02,5_exposure,5,exposure,right,NA,NA,0,121,0,1,1,2,1.067,left,face,FALSE,image_away,gaze
021916_02,5_test,5,test,face,straightahead,FALSE,42,124,0.34,0.93,0,2,0.2,left,face,FALSE,image_away,gaze
021916_02,5_test,5,test,left,straightahead,FALSE,6,124,0.05,0.93,0,2,0.2,left,face,FALSE,image_away,gaze
021916_02,5_test,5,test,right,straightahead,TRUE,76,124,0.61,0.93,0,2,0.2,left,face,FALSE,image_away,gaze
021916_02,6_exposure,6,exposure,face,NA,NA,0,123,0,0.2,0.8,3,0.333,right,left,FALSE,target_distracter,gaze
021916_02,6_exposure,6,exposure,left,left,FALSE,99,123,0.8,0.2,0.8,3,0.333,right,left,FALSE,target_distracter,gaze
021916_02,6_exposure,6,exposure,right,left,TRUE,24,123,0.2,0.2,0.8,3,0.333,right,left,FALSE,target_distracter,gaze
021916_02,6_test,6,test,face,NA,NA,0,114,0,0.17,0,3,0.333,left,right,FALSE,image_away,gaze
021916_02,6_test,6,test,left,straightahead,TRUE,19,114,0.17,0.17,0,3,0.333,left,right,FALSE,image_away,gaze
021916_02,6_test,6,test,right,straightahead,FALSE,95,114,0.83,0.17,0,3,0.333,left,right,FALSE,image_away,gaze
021916_02,7_exposure,7,exposure,face,NA,NA,0,123,0,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,7_exposure,7,exposure,left,NA,NA,0,123,0,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,7_exposure,7,exposure,right,right,TRUE,123,123,1,1,1,0,NA,right,NA,NA,no_shift,gaze
021916_02,7_test,7,test,face,NA,NA,0,107,0,0.85,0,3,0.267,right,left,TRUE,distracter_target,gaze
021916_02,7_test,7,test,left,straightahead,TRUE,91,107,0.85,0.85,0,3,0.267,right,left,TRUE,distracter_target,gaze
021916_02,7_test,7,test,right,straightahead,FALSE,16,107,0.15,0.85,0,3,0.267,right,left,TRUE,distracter_target,gaze
021916_02,8_exposure,8,exposure,face,NA,NA,0,123,0,0.91,0.91,2,0.733,left,right,FALSE,image_away,gaze
021916_02,8_exposure,8,exposure,left,left,TRUE,112,123,0.91,0.91,0.91,2,0.733,left,right,FALSE,image_away,gaze
021916_02,8_exposure,8,exposure,right,left,FALSE,11,123,0.09,0.91,0.91,2,0.733,left,right,FALSE,image_away,gaze
021916_02,8_test,8,test,face,NA,NA,0,120,0,0.95,0,1,0.233,left,right,TRUE,image_away,gaze
021916_02,8_test,8,test,left,straightahead,FALSE,6,120,0.05,0.95,0,1,0.233,left,right,TRUE,image_away,gaze
021916_02,8_test,8,test,right,straightahead,TRUE,114,120,0.95,0.95,0,1,0.233,left,right,TRUE,image_away,gaze
021916_02,9_exposure,9,exposure,face,left,FALSE,37,118,0.31,0.3,0.7,4,0.167,right,face,FALSE,image_face,gaze
021916_02,9_exposure,9,exposure,left,left,FALSE,57,118,0.48,0.3,0.7,4,0.167,right,face,FALSE,image_face,gaze
021916_02,9_exposure,9,exposure,right,left,TRUE,24,118,0.2,0.3,0.7,4,0.167,right,face,FALSE,image_face,gaze
021916_02,9_test,9,test,face,NA,NA,0,118,0,0.16,0,1,0.667,left,right,FALSE,image_away,gaze
021916_02,9_test,9,test,left,straightahead,TRUE,19,118,0.16,0.16,0,1,0.667,left,right,FALSE,image_away,gaze
021916_02,9_test,9,test,right,straightahead,FALSE,99,118,0.84,0.16,0,1,0.667,left,right,FALSE,image_away,gaze
021916_03,1_exposure,1,exposure,face,straightahead,FALSE,14,114,0.12,0.36,0,5,0.133,left,face,FALSE,image_away,no-gaze
021916_03,1_exposure,1,exposure,left,straightahead,FALSE,64,114,0.56,0.36,0,5,0.133,left,face,FALSE,image_away,no-gaze
021916_03,1_exposure,1,exposure,right,straightahead,TRUE,36,114,0.32,0.36,0,5,0.133,left,face,FALSE,image_away,no-gaze
021916_03,1_test,1,test,face,NA,NA,0,117,0,0.14,0,2,1,left,right,TRUE,image_away,no-gaze
021916_03,1_test,1,test,left,straightahead,FALSE,101,117,0.86,0.14,0,2,1,left,right,TRUE,image_away,no-gaze
021916_03,1_test,1,test,right,straightahead,TRUE,16,117,0.14,0.14,0,2,1,left,right,TRUE,image_away,no-gaze
021916_03,10_exposure,10,exposure,face,straightahead,FALSE,7,114,0.06,0.28,0,7,0.267,left,right,FALSE,image_away,no-gaze
021916_03,10_exposure,10,exposure,left,straightahead,TRUE,30,114,0.26,0.28,0,7,0.267,left,right,FALSE,image_away,no-gaze
021916_03,10_exposure,10,exposure,right,straightahead,FALSE,77,114,0.68,0.28,0,7,0.267,left,right,FALSE,image_away,no-gaze
021916_03,10_test,10,test,face,straightahead,FALSE,55,110,0.5,0.31,0,6,0.333,right,left,FALSE,target_distracter,no-gaze
021916_03,10_test,10,test,left,straightahead,FALSE,38,110,0.35,0.31,0,6,0.333,right,left,FALSE,target_distracter,no-gaze
021916_03,10_test,10,test,right,straightahead,TRUE,17,110,0.15,0.31,0,6,0.333,right,left,FALSE,target_distracter,no-gaze
021916_03,11_exposure,11,exposure,face,straightahead,FALSE,45,118,0.38,0.79,0,2,1.5,face,left,FALSE,face_distracter,no-gaze
021916_03,11_exposure,11,exposure,left,straightahead,FALSE,15,118,0.13,0.79,0,2,1.5,face,left,FALSE,face_distracter,no-gaze
021916_03,11_exposure,11,exposure,right,straightahead,TRUE,58,118,0.49,0.79,0,2,1.5,face,left,FALSE,face_distracter,no-gaze
021916_03,11_test,11,test,face,straightahead,FALSE,23,105,0.22,0.67,0,6,0.5,right,left,FALSE,target_distracter,no-gaze
021916_03,11_test,11,test,left,straightahead,FALSE,27,105,0.26,0.67,0,6,0.5,right,left,FALSE,target_distracter,no-gaze
021916_03,11_test,11,test,right,straightahead,TRUE,55,105,0.52,0.67,0,6,0.5,right,left,FALSE,target_distracter,no-gaze
021916_03,12_exposure,12,exposure,face,straightahead,FALSE,50,118,0.42,0.19,0,3,1.667,face,left,FALSE,face_distracter,no-gaze
021916_03,12_exposure,12,exposure,left,straightahead,FALSE,55,118,0.47,0.19,0,3,1.667,face,left,FALSE,face_distracter,no-gaze
021916_03,12_exposure,12,exposure,right,straightahead,TRUE,13,118,0.11,0.19,0,3,1.667,face,left,FALSE,face_distracter,no-gaze
021916_03,12_test,12,test,face,straightahead,FALSE,11,112,0.1,0.23,0,5,0.4,left,right,TRUE,image_away,no-gaze
021916_03,12_test,12,test,left,straightahead,FALSE,78,112,0.7,0.23,0,5,0.4,left,right,TRUE,image_away,no-gaze
021916_03,12_test,12,test,right,straightahead,TRUE,23,112,0.21,0.23,0,5,0.4,left,right,TRUE,image_away,no-gaze
021916_03,13_exposure,13,exposure,face,straightahead,FALSE,2,111,0.02,0.77,0,2,0.933,left,right,FALSE,image_away,no-gaze
021916_03,13_exposure,13,exposure,left,straightahead,TRUE,84,111,0.76,0.77,0,2,0.933,left,right,FALSE,image_away,no-gaze
021916_03,13_exposure,13,exposure,right,straightahead,FALSE,25,111,0.23,0.77,0,2,0.933,left,right,FALSE,image_away,no-gaze
021916_03,13_test,13,test,face,straightahead,FALSE,26,111,0.23,0.71,0,7,0.433,left,right,TRUE,image_away,no-gaze
021916_03,13_test,13,test,left,straightahead,FALSE,25,111,0.23,0.71,0,7,0.433,left,right,TRUE,image_away,no-gaze
021916_03,13_test,13,test,right,straightahead,TRUE,60,111,0.54,0.71,0,7,0.433,left,right,TRUE,image_away,no-gaze
021916_03,14_exposure,14,exposure,face,straightahead,FALSE,48,115,0.42,0.75,0,5,0.267,face,left,TRUE,face_target,no-gaze
021916_03,14_exposure,14,exposure,left,straightahead,TRUE,50,115,0.43,0.75,0,5,0.267,face,left,TRUE,face_target,no-gaze
021916_03,14_exposure,14,exposure,right,straightahead,FALSE,17,115,0.15,0.75,0,5,0.267,face,left,TRUE,face_target,no-gaze
021916_03,14_test,14,test,face,NA,NA,0,87,0,0.84,0,4,0.433,left,right,FALSE,image_away,no-gaze
021916_03,14_test,14,test,left,straightahead,TRUE,73,87,0.84,0.84,0,4,0.433,left,right,FALSE,image_away,no-gaze
021916_03,14_test,14,test,right,straightahead,FALSE,14,87,0.16,0.84,0,4,0.433,left,right,FALSE,image_away,no-gaze
021916_03,15_exposure,15,exposure,face,straightahead,FALSE,33,113,0.29,0.62,0,6,0.367,left,face,FALSE,image_away,no-gaze
021916_03,15_exposure,15,exposure,left,straightahead,FALSE,30,113,0.27,0.62,0,6,0.367,left,face,FALSE,image_away,no-gaze
021916_03,15_exposure,15,exposure,right,straightahead,TRUE,50,113,0.44,0.62,0,6,0.367,left,face,FALSE,image_away,no-gaze
021916_03,15_test,15,test,face,straightahead,FALSE,4,115,0.03,0.56,0,4,0.767,left,right,FALSE,image_away,no-gaze
021916_03,15_test,15,test,left,straightahead,TRUE,62,115,0.54,0.56,0,4,0.767,left,right,FALSE,image_away,no-gaze
021916_03,15_test,15,test,right,straightahead,FALSE,49,115,0.43,0.56,0,4,0.767,left,right,FALSE,image_away,no-gaze
021916_03,16_exposure,16,exposure,face,straightahead,FALSE,34,111,0.31,0.3,0,9,0.4,left,face,FALSE,image_away,no-gaze
021916_03,16_exposure,16,exposure,left,straightahead,TRUE,23,111,0.21,0.3,0,9,0.4,left,face,FALSE,image_away,no-gaze
021916_03,16_exposure,16,exposure,right,straightahead,FALSE,54,111,0.49,0.3,0,9,0.4,left,face,FALSE,image_away,no-gaze
021916_03,16_test,16,test,face,straightahead,FALSE,11,122,0.09,0.09,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_03,16_test,16,test,left,straightahead,FALSE,101,122,0.83,0.09,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_03,16_test,16,test,right,straightahead,TRUE,10,122,0.08,0.09,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_03,2_exposure,2,exposure,face,straightahead,FALSE,23,112,0.21,0.54,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_03,2_exposure,2,exposure,left,straightahead,TRUE,48,112,0.43,0.54,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_03,2_exposure,2,exposure,right,straightahead,FALSE,41,112,0.37,0.54,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_03,2_test,2,test,face,straightahead,FALSE,37,120,0.31,1,0,1,1.267,face,left,TRUE,face_target,no-gaze
021916_03,2_test,2,test,left,straightahead,TRUE,83,120,0.69,1,0,1,1.267,face,left,TRUE,face_target,no-gaze
021916_03,2_test,2,test,right,NA,NA,0,120,0,1,0,1,1.267,face,left,TRUE,face_target,no-gaze
021916_03,3_exposure,3,exposure,face,straightahead,FALSE,21,111,0.19,0.38,0,4,0.533,left,right,TRUE,image_away,no-gaze
021916_03,3_exposure,3,exposure,left,straightahead,FALSE,56,111,0.5,0.38,0,4,0.533,left,right,TRUE,image_away,no-gaze
021916_03,3_exposure,3,exposure,right,straightahead,TRUE,34,111,0.31,0.38,0,4,0.533,left,right,TRUE,image_away,no-gaze
021916_03,3_test,3,test,face,straightahead,FALSE,19,117,0.16,0.81,0,5,0.7,left,right,FALSE,image_away,no-gaze
021916_03,3_test,3,test,left,straightahead,TRUE,79,117,0.68,0.81,0,5,0.7,left,right,FALSE,image_away,no-gaze
021916_03,3_test,3,test,right,straightahead,FALSE,19,117,0.16,0.81,0,5,0.7,left,right,FALSE,image_away,no-gaze
021916_03,4_exposure,4,exposure,face,NA,NA,0,116,0,0.28,0,4,0.2,right,left,TRUE,distracter_target,no-gaze
021916_03,4_exposure,4,exposure,left,straightahead,TRUE,32,116,0.28,0.28,0,4,0.2,right,left,TRUE,distracter_target,no-gaze
021916_03,4_exposure,4,exposure,right,straightahead,FALSE,84,116,0.72,0.28,0,4,0.2,right,left,TRUE,distracter_target,no-gaze
021916_03,4_test,4,test,face,straightahead,FALSE,26,113,0.23,0.69,0,6,0.4,right,left,FALSE,target_distracter,no-gaze
021916_03,4_test,4,test,left,straightahead,FALSE,27,113,0.24,0.69,0,6,0.4,right,left,FALSE,target_distracter,no-gaze
021916_03,4_test,4,test,right,straightahead,TRUE,60,113,0.53,0.69,0,6,0.4,right,left,FALSE,target_distracter,no-gaze
021916_03,5_exposure,5,exposure,face,straightahead,FALSE,12,112,0.11,0.29,0,6,0.633,left,face,FALSE,image_away,no-gaze
021916_03,5_exposure,5,exposure,left,straightahead,FALSE,71,112,0.63,0.29,0,6,0.633,left,face,FALSE,image_away,no-gaze
021916_03,5_exposure,5,exposure,right,straightahead,TRUE,29,112,0.26,0.29,0,6,0.633,left,face,FALSE,image_away,no-gaze
021916_03,5_test,5,test,face,NA,NA,0,115,0,0.29,0,3,0.467,left,right,FALSE,image_away,no-gaze
021916_03,5_test,5,test,left,straightahead,TRUE,33,115,0.29,0.29,0,3,0.467,left,right,FALSE,image_away,no-gaze
021916_03,5_test,5,test,right,straightahead,FALSE,82,115,0.71,0.29,0,3,0.467,left,right,FALSE,image_away,no-gaze
021916_03,6_exposure,6,exposure,face,straightahead,FALSE,16,118,0.14,0.85,0,4,0.233,face,left,FALSE,face_distracter,no-gaze
021916_03,6_exposure,6,exposure,left,straightahead,FALSE,15,118,0.13,0.85,0,4,0.233,face,left,FALSE,face_distracter,no-gaze
021916_03,6_exposure,6,exposure,right,straightahead,TRUE,87,118,0.74,0.85,0,4,0.233,face,left,FALSE,face_distracter,no-gaze
021916_03,6_test,6,test,face,straightahead,FALSE,18,94,0.19,0.83,0,6,0.7,left,face,FALSE,image_away,no-gaze
021916_03,6_test,6,test,left,straightahead,TRUE,63,94,0.67,0.83,0,6,0.7,left,face,FALSE,image_away,no-gaze
021916_03,6_test,6,test,right,straightahead,FALSE,13,94,0.14,0.83,0,6,0.7,left,face,FALSE,image_away,no-gaze
021916_03,7_exposure,7,exposure,face,NA,NA,0,120,0,0.68,0,4,0.6,left,right,FALSE,image_away,no-gaze
021916_03,7_exposure,7,exposure,left,straightahead,TRUE,82,120,0.68,0.68,0,4,0.6,left,right,FALSE,image_away,no-gaze
021916_03,7_exposure,7,exposure,right,straightahead,FALSE,38,120,0.32,0.68,0,4,0.6,left,right,FALSE,image_away,no-gaze
021916_03,7_test,7,test,face,NA,NA,0,122,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_03,7_test,7,test,left,straightahead,TRUE,122,122,1,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_03,7_test,7,test,right,NA,NA,0,122,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_03,8_exposure,8,exposure,face,straightahead,FALSE,16,118,0.14,0.18,0,4,0.267,face,left,FALSE,face_distracter,no-gaze
021916_03,8_exposure,8,exposure,left,straightahead,FALSE,84,118,0.71,0.18,0,4,0.267,face,left,FALSE,face_distracter,no-gaze
021916_03,8_exposure,8,exposure,right,straightahead,TRUE,18,118,0.15,0.18,0,4,0.267,face,left,FALSE,face_distracter,no-gaze
021916_03,8_test,8,test,face,straightahead,FALSE,43,102,0.42,0.83,0,2,0.567,left,right,TRUE,image_away,no-gaze
021916_03,8_test,8,test,left,straightahead,FALSE,10,102,0.1,0.83,0,2,0.567,left,right,TRUE,image_away,no-gaze
021916_03,8_test,8,test,right,straightahead,TRUE,49,102,0.48,0.83,0,2,0.567,left,right,TRUE,image_away,no-gaze
021916_03,9_exposure,9,exposure,face,straightahead,FALSE,28,116,0.24,0.61,0,6,0.467,left,right,FALSE,image_away,no-gaze
021916_03,9_exposure,9,exposure,left,straightahead,TRUE,54,116,0.47,0.61,0,6,0.467,left,right,FALSE,image_away,no-gaze
021916_03,9_exposure,9,exposure,right,straightahead,FALSE,34,116,0.29,0.61,0,6,0.467,left,right,FALSE,image_away,no-gaze
021916_03,9_test,9,test,face,straightahead,FALSE,1,105,0.01,0.73,0,3,2.567,left,face,FALSE,image_away,no-gaze
021916_03,9_test,9,test,left,straightahead,TRUE,76,105,0.72,0.73,0,3,2.567,left,face,FALSE,image_away,no-gaze
021916_03,9_test,9,test,right,straightahead,FALSE,28,105,0.27,0.73,0,3,2.567,left,face,FALSE,image_away,no-gaze
021916_04,1_exposure,1,exposure,face,left,FALSE,10,119,0.08,0.67,0.67,5,0.633,left,face,FALSE,image_away,gaze
021916_04,1_exposure,1,exposure,left,left,TRUE,73,119,0.61,0.67,0.67,5,0.633,left,face,FALSE,image_away,gaze
021916_04,1_exposure,1,exposure,right,left,FALSE,36,119,0.3,0.67,0.67,5,0.633,left,face,FALSE,image_away,gaze
021916_04,1_test,1,test,face,straightahead,FALSE,4,120,0.03,0.45,0,6,0.233,right,left,FALSE,target_distracter,gaze
021916_04,1_test,1,test,left,straightahead,FALSE,64,120,0.53,0.45,0,6,0.233,right,left,FALSE,target_distracter,gaze
021916_04,1_test,1,test,right,straightahead,TRUE,52,120,0.43,0.45,0,6,0.233,right,left,FALSE,target_distracter,gaze
021916_04,10_exposure,10,exposure,face,NA,NA,0,110,0,0.15,0.85,1,0.6,left,right,FALSE,image_away,gaze
021916_04,10_exposure,10,exposure,left,right,TRUE,17,110,0.15,0.15,0.85,1,0.6,left,right,FALSE,image_away,gaze
021916_04,10_exposure,10,exposure,right,right,FALSE,93,110,0.85,0.15,0.85,1,0.6,left,right,FALSE,image_away,gaze
021916_04,10_test,10,test,face,NA,NA,0,113,0,0.59,0,4,0.333,right,left,TRUE,distracter_target,gaze
021916_04,10_test,10,test,left,straightahead,TRUE,67,113,0.59,0.59,0,4,0.333,right,left,TRUE,distracter_target,gaze
021916_04,10_test,10,test,right,straightahead,FALSE,46,113,0.41,0.59,0,4,0.333,right,left,TRUE,distracter_target,gaze
021916_04,11_exposure,11,exposure,face,NA,NA,0,128,0,0.66,0.34,4,0.867,left,right,FALSE,image_away,gaze
021916_04,11_exposure,11,exposure,left,right,TRUE,85,128,0.66,0.66,0.34,4,0.867,left,right,FALSE,image_away,gaze
021916_04,11_exposure,11,exposure,right,right,FALSE,43,128,0.34,0.66,0.34,4,0.867,left,right,FALSE,image_away,gaze
021916_04,11_test,11,test,face,NA,NA,0,123,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,11_test,11,test,left,straightahead,TRUE,123,123,1,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,11_test,11,test,right,NA,NA,0,123,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,12_exposure,12,exposure,face,NA,NA,0,118,0,0.64,0.64,5,0.733,left,right,TRUE,image_away,gaze
021916_04,12_exposure,12,exposure,left,right,FALSE,43,118,0.36,0.64,0.64,5,0.733,left,right,TRUE,image_away,gaze
021916_04,12_exposure,12,exposure,right,right,TRUE,75,118,0.64,0.64,0.64,5,0.733,left,right,TRUE,image_away,gaze
021916_04,12_test,12,test,face,NA,NA,0,112,0,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_04,12_test,12,test,left,NA,NA,0,112,0,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_04,12_test,12,test,right,straightahead,TRUE,112,112,1,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_04,13_exposure,13,exposure,face,NA,NA,0,122,0,0.81,0.81,1,3.233,right,left,FALSE,target_distracter,gaze
021916_04,13_exposure,13,exposure,left,right,FALSE,23,122,0.19,0.81,0.81,1,3.233,right,left,FALSE,target_distracter,gaze
021916_04,13_exposure,13,exposure,right,right,TRUE,99,122,0.81,0.81,0.81,1,3.233,right,left,FALSE,target_distracter,gaze
021916_04,13_test,13,test,face,NA,NA,0,122,0,0.85,0,3,0.367,right,left,TRUE,distracter_target,gaze
021916_04,13_test,13,test,left,straightahead,TRUE,104,122,0.85,0.85,0,3,0.367,right,left,TRUE,distracter_target,gaze
021916_04,13_test,13,test,right,straightahead,FALSE,18,122,0.15,0.85,0,3,0.367,right,left,TRUE,distracter_target,gaze
021916_04,14_exposure,14,exposure,face,NA,NA,0,122,0,0.85,0.85,1,0.633,left,right,TRUE,image_away,gaze
021916_04,14_exposure,14,exposure,left,right,FALSE,18,122,0.15,0.85,0.85,1,0.633,left,right,TRUE,image_away,gaze
021916_04,14_exposure,14,exposure,right,right,TRUE,104,122,0.85,0.85,0.85,1,0.633,left,right,TRUE,image_away,gaze
021916_04,14_test,14,test,face,NA,NA,0,118,0,0.96,0,2,0.333,right,left,FALSE,target_distracter,gaze
021916_04,14_test,14,test,left,straightahead,FALSE,5,118,0.04,0.96,0,2,0.333,right,left,FALSE,target_distracter,gaze
021916_04,14_test,14,test,right,straightahead,TRUE,113,118,0.96,0.96,0,2,0.333,right,left,FALSE,target_distracter,gaze
021916_04,15_exposure,15,exposure,face,NA,NA,0,119,0,0.16,0.84,1,0.633,right,left,FALSE,target_distracter,gaze
021916_04,15_exposure,15,exposure,left,left,FALSE,100,119,0.84,0.16,0.84,1,0.633,right,left,FALSE,target_distracter,gaze
021916_04,15_exposure,15,exposure,right,left,TRUE,19,119,0.16,0.16,0.84,1,0.633,right,left,FALSE,target_distracter,gaze
021916_04,15_test,15,test,face,NA,NA,0,116,0,0.39,0,5,0.4,left,right,TRUE,image_away,gaze
021916_04,15_test,15,test,left,straightahead,FALSE,71,116,0.61,0.39,0,5,0.4,left,right,TRUE,image_away,gaze
021916_04,15_test,15,test,right,straightahead,TRUE,45,116,0.39,0.39,0,5,0.4,left,right,TRUE,image_away,gaze
021916_04,16_exposure,16,exposure,face,NA,NA,0,121,0,1,1,0,NA,left,NA,NA,no_shift,gaze
021916_04,16_exposure,16,exposure,left,left,TRUE,121,121,1,1,1,0,NA,left,NA,NA,no_shift,gaze
021916_04,16_exposure,16,exposure,right,NA,NA,0,121,0,1,1,0,NA,left,NA,NA,no_shift,gaze
021916_04,16_test,16,test,face,NA,NA,0,109,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,16_test,16,test,left,straightahead,TRUE,109,109,1,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,16_test,16,test,right,NA,NA,0,109,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_04,2_exposure,2,exposure,face,NA,NA,0,114,0,0.55,0.45,4,0.267,right,left,TRUE,distracter_target,gaze
021916_04,2_exposure,2,exposure,left,right,TRUE,63,114,0.55,0.55,0.45,4,0.267,right,left,TRUE,distracter_target,gaze
021916_04,2_exposure,2,exposure,right,right,FALSE,51,114,0.45,0.55,0.45,4,0.267,right,left,TRUE,distracter_target,gaze
021916_04,2_test,2,test,face,NA,NA,0,123,0,0.5,0,1,2.067,right,left,FALSE,target_distracter,gaze
021916_04,2_test,2,test,left,straightahead,FALSE,61,123,0.5,0.5,0,1,2.067,right,left,FALSE,target_distracter,gaze
021916_04,2_test,2,test,right,straightahead,TRUE,62,123,0.5,0.5,0,1,2.067,right,left,FALSE,target_distracter,gaze
021916_04,3_exposure,3,exposure,face,left,FALSE,11,123,0.09,0.88,0.88,3,0.667,left,right,FALSE,image_away,gaze
021916_04,3_exposure,3,exposure,left,left,TRUE,98,123,0.8,0.88,0.88,3,0.667,left,right,FALSE,image_away,gaze
021916_04,3_exposure,3,exposure,right,left,FALSE,14,123,0.11,0.88,0.88,3,0.667,left,right,FALSE,image_away,gaze
021916_04,3_test,3,test,face,NA,NA,0,123,0,0.89,0,1,0.467,left,right,TRUE,image_away,gaze
021916_04,3_test,3,test,left,straightahead,FALSE,14,123,0.11,0.89,0,1,0.467,left,right,TRUE,image_away,gaze
021916_04,3_test,3,test,right,straightahead,TRUE,109,123,0.89,0.89,0,1,0.467,left,right,TRUE,image_away,gaze
021916_04,4_exposure,4,exposure,face,NA,NA,0,121,0,0.08,0.92,2,0.6,right,left,TRUE,distracter_target,gaze
021916_04,4_exposure,4,exposure,left,right,TRUE,10,121,0.08,0.08,0.92,2,0.6,right,left,TRUE,distracter_target,gaze
021916_04,4_exposure,4,exposure,right,right,FALSE,111,121,0.92,0.08,0.92,2,0.6,right,left,TRUE,distracter_target,gaze
021916_04,4_test,4,test,face,NA,NA,0,118,0,0.5,0,7,0.267,right,left,FALSE,target_distracter,gaze
021916_04,4_test,4,test,left,straightahead,FALSE,59,118,0.5,0.5,0,7,0.267,right,left,FALSE,target_distracter,gaze
021916_04,4_test,4,test,right,straightahead,TRUE,59,118,0.5,0.5,0,7,0.267,right,left,FALSE,target_distracter,gaze
021916_04,5_exposure,5,exposure,face,right,FALSE,7,119,0.06,0.88,0.88,2,0.6,left,right,TRUE,image_away,gaze
021916_04,5_exposure,5,exposure,left,right,FALSE,14,119,0.12,0.88,0.88,2,0.6,left,right,TRUE,image_away,gaze
021916_04,5_exposure,5,exposure,right,right,TRUE,98,119,0.82,0.88,0.88,2,0.6,left,right,TRUE,image_away,gaze
021916_04,5_test,5,test,face,straightahead,FALSE,8,122,0.07,1,0,1,0.3,face,left,TRUE,face_target,gaze
021916_04,5_test,5,test,left,straightahead,TRUE,114,122,0.93,1,0,1,0.3,face,left,TRUE,face_target,gaze
021916_04,5_test,5,test,right,NA,NA,0,122,0,1,0,1,0.3,face,left,TRUE,face_target,gaze
021916_04,6_exposure,6,exposure,face,left,FALSE,25,114,0.22,0,1,2,0.567,left,face,FALSE,image_away,gaze
021916_04,6_exposure,6,exposure,left,left,FALSE,89,114,0.78,0,1,2,0.567,left,face,FALSE,image_away,gaze
021916_04,6_exposure,6,exposure,right,NA,NA,0,114,0,0,1,2,0.567,left,face,FALSE,image_away,gaze
